"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","phenotype"
"643","YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP","YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP",48,-0.552519516276699,-1.93540797115524,0.000175170415168402,0.00133689843253524,0.000922235873255025,2492,"tags=62%, list=19%, signal=51%","POLR2E/PHF20/SRPK1/RPL9/EIF3F/MRPL3/RPL31/RPS27A/RPS4X/RPS24/RPL23A/RPL13A/RPS3A/RPS7/RPS12/RPL28/RPL17/RPL6/XK/RPS3/RPL29/RPL7A/RPL35/RPLP0/AHCY/RPS10/HNRNPA1/RPSA/TTK/DKK1","adh"
"644","VERHAAK_AML_WITH_NPM1_MUTATED_DN","VERHAAK_AML_WITH_NPM1_MUTATED_DN",148,0.420237376773335,1.67395153120203,0.000174981262948335,0.00133689843253524,0.000922235873255025,1410,"tags=30%, list=11%, signal=27%","MAN1A1/DEPTOR/TCN1/CEACAM6/TSPOAP1/MTMR11/SPARC/EVL/CYP2E1/HSPB1/LCN2/HPGD/IL5RA/PROM1/SSBP2/XYLT1/SORL1/SIDT1/GATM/IGFBP7/SERINC5/PRODH/HLA-DPA1/ASS1/NBL1/MSLN/LHFPL2/HLA-DPB1/TOX/RAMP1/THSD7A/ITM2C/ALDH2/TSPAN13/SCCPDH/ABLIM1/CSF3R/EHD3/GALC/ATP9A/RBPMS/GSN/LDLRAD4/TMOD1","sph"
"645","WP_OXIDATION_BY_CYTOCHROME_P450","WP_OXIDATION_BY_CYTOCHROME_P450",29,0.655091826140701,1.95471903853219,0.000178034407780656,0.00135664978952236,0.00093586099952916,1342,"tags=48%, list=10%, signal=43%","CYP4F12/CYP4F3/CYP1B1/CYP3A5/CYP27A1/CYP2E1/CYP1A1/CYP39A1/CYP2J2/CYP2W1/CYP4B1/CYP51A1/CYP2R1/CYB5A","sph"
"646","BOQUEST_STEM_CELL_UP","BOQUEST_STEM_CELL_UP",132,0.435665477405451,1.7095545637348,0.00018302872452098,0.00139079792572044,0.000959417490763086,1481,"tags=33%, list=11%, signal=29%","ALDH1A1/TSPAN8/CFH/LUM/ACKR4/RNASE4/COL5A2/ANG/COL1A2/MEIS1/CFB/BHLHE41/ABI3BP/HOXC6/COL1A1/LOX/DCN/SEMA3C/LRP1/SLC22A3/TMEM176B/GPNMB/PLBD1/FLRT2/SSPN/ADH1C/HTRA1/SLC5A3/PLA2G4A/PLTP/SPON2/PDE4DIP/MXRA5/MITF/APOE/OLFML3/PTPRG/PDGFRL/APOD/S100A4/GSN/PCDH9/TNC","sph"
"647","LIU_PROSTATE_CANCER_DN","LIU_PROSTATE_CANCER_DN",321,0.351438250523412,1.51889086079454,0.000183081639459029,0.00139079792572044,0.000959417490763086,1572,"tags=26%, list=12%, signal=23%","HEPH/NDNF/METTL7A/NR3C2/CEACAM6/SGPP2/CYP3A5/ACKR3/FCGBP/COL1A2/UNC5B/MEIS1/PRICKLE2/GPX2/WNT2B/RBP4/RARRES2/SPARC/PRRT2/C2orf88/HSPB1/SOSTDC1/ACACB/WFDC2/GABRE/ITGA1/STOM/C12orf75/GATM/CX3CL1/LPCAT4/MFSD2A/SH3PXD2A/TGFB3/MYO15B/GNAL/TSC22D3/NBL1/SSPN/NHS/GBP2/KRT15/KRT23/ADCY4/PPP1R12B/SLC14A1/TRIM29/BDH2/CASP1/PLLP/CYP4B1/ALDH2/AHNAK2/DOK4/JAZF1/PDK4/ARHGEF40/ARL10/PPIC/FHDC1/S100A6/GPR155/TTC28/RBPMS/S100A4/AOC1/ATP2B4/PIK3R1/GPD1L/INPP1/AQP3/KLF8/PARP6/PCDH9/TACC1/DAB2IP/PDLIM4/SLC4A11/CCDC136/TPM2/MUC4/TAGLN","sph"
"648","ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_UP","ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_UP",206,-0.354561213916112,-1.58200066908272,0.00018492689132995,0.00140264764025726,0.000967591807949595,2059,"tags=28%, list=15%, signal=24%","TMCC3/PPARD/TNFAIP3/MAFF/TNFAIP2/TMEM265/RIPK2/TNFRSF9/SMAD3/IL1R2/INHBA/SNX9/KRT6B/SLFN5/TNFRSF10D/ATF3/PTAFR/ABTB2/ZNF697/EHD1/HELZ2/SDC4/TM4SF1/SERPINB9/RHOF/PLAUR/DDX58/HCAR3/G0S2/SLC2A6/SAMD4A/IL7R/LYPD3/ETS1/CLIP4/ANKRD33B/AMOTL2/CCL5/DOCK4/IFIH1/DSE/NFKB2/USP18/CITED4/EDN1/ICAM1/CMPK2/OASL/PLAU/HBEGF/IFIT1/TAF4B/IFIT3/IL1B/IL23A/LAMA2/CD83/IL1A","adh"
"649","HOLLERN_EMT_BREAST_TUMOR_UP","HOLLERN_EMT_BREAST_TUMOR_UP",98,-0.436926043668434,-1.77241133105209,0.000186705837992418,0.00141395869604428,0.000975394540870294,2795,"tags=46%, list=21%, signal=37%","LOXL3/SNX6/MCUB/EFEMP2/SEMA7A/LOXL1/APBB2/ZFPM2/TIMP2/TGFBR2/FN1/IKBIP/AOX1/DBN1/SACS/VIM/EMP3/ADPRH/JDP2/PHKA1/SNX9/IGFBP4/FXYD5/MXRA8/NRP2/CALU/MARVELD1/LAMB1/APBB1/EPB41L2/ITGA5/PHLDB1/CCDC102A/ANGPTL2/C1QTNF6/CFP/PVR/PLAT/TSPAN4/MATN2/LPAR1/AP1S2/AXL/SCARA3/ANKRD1","adh"
"650","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",31,0.652506184237101,1.96900160349748,0.000187550476639582,0.00141817014259007,0.000978299733208251,2041,"tags=48%, list=15%, signal=41%","UGT1A10/AKR1C3/CYP1B1/CYP3A5/AKR1C2/CYP2E1/CYP1A1/UGT1A6/UGT1A1/ADH1C/GSTM4/MGST3/AKR1C1/EPHX1/GSTK1","sph"
"651","MCBRYAN_PUBERTAL_BREAST_6_7WK_DN","MCBRYAN_PUBERTAL_BREAST_6_7WK_DN",63,-0.500643726983864,-1.83467000984916,0.000188710962326448,0.00142475327163516,0.000982840989010412,1063,"tags=32%, list=8%, signal=29%","AREG/IRAK1/HCAR3/RPS10/ACTA2/KIF22/DUSP6/SERPINA3/TNFRSF12A/MKI67/CDCA3/HMGB2/F2R/CDK1/ST6GALNAC5/PTTG1/CCNB1/CDC20/UBE2C/IFIT3","adh"
"652","REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A","REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A",26,-0.662340148750149,-2.06508575716203,0.0001895243563154,0.00142869971056778,0.000985563370506787,3209,"tags=58%, list=24%, signal=44%","CDC23/ANAPC11/ANAPC7/ANAPC15/UBA52/RPS27A/BUB3/ANAPC1/CDC27/BUB1B/MAD2L1/NEK2/CDC20/UBE2C/UBE2S","adh"
"653","SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A4","SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A4",155,0.41963295918966,1.67795927069238,0.000192894591037996,0.00145123690752507,0.00100111025949312,2768,"tags=38%, list=21%, signal=30%","PARM1/SFTPA2/NDNF/FMO5/LPIN2/TRIM2/ATP8A1/FBP1/GEM/FAM13A/ST3GAL5/GNA14/UNC13B/HSD17B11/PON2/AHCYL2/ABCA3/RUFY3/PELI1/ZNF750/ABCC6/CACNB1/STBD1/PBXIP1/SLC25A16/APOD/MAOA/RBPMS/CYB5A/ATP2B4/RASA4/GPD1L/HDAC5/AQP3/CDS1/ARRB1/EPHX1/UNC93B1/EPB41L1/FOLR1/KLHDC10/MAP3K6/ATXN7/DLEC1/FTH1/NAB2/MALL/NINJ2/PRKCD/ZNF254/SGSM2/RPS6KA2/ALDH3B1/NEDD9/IL6R/LIMCH1/ERBB2/SEC24D/INPPL1","sph"
"654","WP_MALIGNANT_PLEURAL_MESOTHELIOMA","WP_MALIGNANT_PLEURAL_MESOTHELIOMA",314,-0.315464280677288,-1.48349376792881,0.000193104565111169,0.00145123690752507,0.00100111025949312,2011,"tags=26%, list=15%, signal=23%","ITGA6/KMT2C/TGFB1/PODXL/FN1/HCFC1/ACTB/ITGB2/PIK3CG/CDH8/HMGB1/WNT7B/RASSF1/MAPK8/CTNNA2/CCND1/WDR5/EPHA2/HRAS/TCF7/ATF3/BARD1/TCF7L1/BAG2/CSNK1E/PORCN/BDNF/PRKAG2/SHC1/LAMB1/LAMC1/AREG/RASSF2/MAP3K9/SAV1/CD44/TP53/BCL2/CDK4/E2F1/CDH3/MAP4K4/CD274/TGFA/SLC2A1/CCNE1/BRCA1/ACTA2/LAMA3/LAMC2/PGF/STAT1/TEAD1/CUL1/PRSS23/CCL5/MAP2K1/ITGB3/KIF23/MAD2L1/TEAD4/EZH2/CDK2/FOXM1/IDO1/UHRF1/FZD7/DKK1/FZD2/PLAU/HBEGF/PDGFB/CIT/IGF2/EIF4EBP1/SLC7A5/IL1B/NLRP3/LAMA2/FGF14/FOSL1/MYC","adh"
"655","SHIN_B_CELL_LYMPHOMA_CLUSTER_8","SHIN_B_CELL_LYMPHOMA_CLUSTER_8",25,-0.647514934868989,-2.0038032977872,0.000193915251435286,0.00145510452031211,0.00100377826415919,2063,"tags=52%, list=16%, signal=44%","SOX4/IL1R2/TNFRSF13C/NBN/ITGAM/STAT1/CHEK1/FAS/ICAM1/CDK2/CCNB2/CCNB1/FANCG","adh"
"656","SU_TESTIS","SU_TESTIS",55,-0.510193264454392,-1.84143045630263,0.000194835894243231,0.0014597841771425,0.00100700644312813,1228,"tags=36%, list=9%, signal=33%","HSF2BP/RASSF1/PSMG1/NUP155/SOCS7/OIP5/RFC4/BUB1B/NEK2/EZH2/TTK/AURKA/CDKN3/CCNB2/CDK1/KIF2C/BUB1/CCNB1/NCAPH/HMMR","adh"
"657","LIAO_METASTASIS","LIAO_METASTASIS",461,-0.289131278361551,-1.40936460658168,0.000198481125497219,0.00148483216410781,0.00102428535644723,2128,"tags=24%, list=16%, signal=21%","DENR/LRPPRC/NDOR1/TGFB2/DMKN/ENO2/SOX4/SLFN13/SNRPA/HOXA5/MSANTD3/RAD54B/RRP12/ATIC/MMD/CDKN1C/DBN1/MICALL1/OLA1/WDR5/CHTF18/TMSB10/HRAS/RUVBL2/BARD1/FAM171B/PPM1F/GPRC5B/CSNK1E/DDOST/DNAJC6/EMC1/FUS/MPHOSPH9/SLC39A10/CKAP4/VANGL1/ALDOA/SHC1/SMOX/CHML/RACK1/LAMB1/PSMC3IP/SCN8A/NRP1/CBX5/IRAK1/KLHL29/SOCS7/URB2/ADSL/RRP7A/PLAGL1/ZNF618/PLXNA1/SLC2A6/ALPK3/HMGB3/E2F1/MTHFD1L/MAP4K4/MRTO4/SOX9/NEMP1/ECT2/SLC2A1/CCNE1/ARNTL2/PDIA4/PLP2/TMEM201/HUNK/CDC7/GXYLT2/PHF19/ZC3HAV1/ASNS/ATAD2/DTYMK/ZNF239/PGF/CIB2/ASAP1/FABP5/KIF18B/FDX2/TRIP13/MTHFD2/GTSE1/NUF2/BUB1B/NEIL3/CDCA7L/HJURP/MYBL2/SERINC2/TACC3/RAD54L/EZH2/FOXM1/DKK1/SYNCRIP/PRR11/PTPN14/GAS2L3/FLNA/BIRC5/AP1S2/CDCA7/HMGA1","adh"
"658","REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS","REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS",14,0.784973077086991,1.96414870906158,0.000199328291678224,0.00148890357689737,0.00102709394896106,868,"tags=50%, list=7%, signal=47%","MUC13/MUC3A/MUC16/MUC5AC/MUC12/MUC1/MUC20","sph"
"659","MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_UP","MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_UP",21,-0.701053581419291,-2.02984677443503,0.000200958178242863,0.00149880037338949,0.00103392107997806,618,"tags=43%, list=5%, signal=41%","MRPL15/PARVB/SOD3/ANKH/HBEGF/SERPINB2/HMGA2/HMGA1/ANKRD1","adh"
"660","REACTOME_UCH_PROTEINASES","REACTOME_UCH_PROTEINASES",81,-0.468665690662966,-1.82586912854,0.000203017979040847,0.00151186873785722,0.00104293606138847,4634,"tags=65%, list=35%, signal=43%","PSMC1/PSMD6/PSMD7/PSMB9/FOXK2/PSME3/PSMC5/NEDD8/PSMB8/PSMD2/UBC/PSMD13/PSMA6/PSMC6/PSMB1/PSMD11/PSMD8/PSMB3/PSMD3/PSMB4/PSMA5/PSMA7/PSMA4/PSMD4/TGFBR1/PSMA2/RUVBL1/PSMA3/PSMA1/PSMB6/ACTL6A/PSMD12/PSMD9/PSMF1/UBA52/PSME1/PSMB2/PSMB5/UCHL3/ADRM1/PSMD1/PSME2/TGFBR2/UCHL5/TGFB1/HCFC1/ACTB/FOXK1/RPS27A/PSMD14/PSMB7/PSMC3/BARD1","adh"
"661","GENTILE_UV_HIGH_DOSE_DN","GENTILE_UV_HIGH_DOSE_DN",258,-0.3382032505108,-1.55690025098696,0.000205772475649629,0.001530063113189,0.00105548713124844,2605,"tags=26%, list=20%, signal=22%","MET/USP10/AMD1/CHSY1/QKI/ZFAND5/RRAS2/LBR/SCHIP1/TNFAIP8/CDK7/DUSP7/SNRNP40/ZNF146/TUBGCP3/ITGA6/PODXL/TNFAIP3/USP1/LSM2/PITPNB/GADD45A/PHC2/SMAD3/PNO1/BCAR3/SRSF3/ATF3/CKS2/NOP16/RUNX1/SSH1/SLBP/RAD21/EEF1E1/RPP40/BDNF/DUSP11/EMG1/TM4SF1/PLK4/MPHOSPH6/E2F2/SAMD4A/PTPN1/POLE2/CUL1/GINS1/KPNA2/PMAIP1/RHOB/KIF23/HMGB2/AURKA/SMURF2/FZD7/DKK1/FZD2/LPAR1/ISG15/UNG/HBEGF/CCNB1/THBS1/CENPA/CDC6/HMGA2/ARL4C","adh"
"662","TAVOR_CEBPA_TARGETS_DN","TAVOR_CEBPA_TARGETS_DN",23,-0.66095436234149,-1.97612281111236,0.000210178241132298,0.00156046231898074,0.00107645748876949,750,"tags=35%, list=6%, signal=33%","IFI27/AKR1B1/ICAM2/IFI6/THBD/OAS2/ISG15/MYC","adh"
"663","ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP","ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP",72,-0.480730807624225,-1.83231593163837,0.000211162334905286,0.00156540403628881,0.00107986644555041,2274,"tags=42%, list=17%, signal=35%","EIF4A3/PWP1/RGS14/LYPLA1/OPN3/PARP1/PRPF19/UCK2/SLC39A6/DHCR7/WDR74/AATF/PSMG1/MRPL4/RRP1B/SORD/LEPR/PDCD11/EMC1/LAS1L/NOLC1/CD320/CCNE1/SKP2/NUP210/CSE1L/ODC1/SLC29A1/CTPS1/GCSH","adh"
"664","JOHNSTONE_PARVB_TARGETS_2_UP","JOHNSTONE_PARVB_TARGETS_2_UP",131,-0.397590860403296,-1.68590808187622,0.000213763950514881,0.0015823039409347,0.00109152454757202,2011,"tags=30%, list=15%, signal=26%","TGFB1/TNFAIP3/UBE2L6/ALDH1A3/ACTB/CALR/EEF1A1/RPL5/SMAD3/FURIN/GPRC5A/PKN1/KRT8/IGFBP4/FXYD5/PLEK2/GALNT6/BCL2L1/TP53/RPL36A/AIF1L/LY6E/IFI27/AKR1B1/DDX60/EREG/FST/KRT18/PLAT/COTL1/IFITM1/IGFBP6/OASL/ISG15/FLNA/IFIT1/IFIT3/ECM1/SERPINE1","adh"
"665","XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_UP","XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_UP",33,-0.614576002740845,-2.00491841824685,0.000217464033501222,0.00160727176640377,0.00110874816289266,1599,"tags=42%, list=12%, signal=37%","UPP1/GRK5/ECE1/FYN/ERCC1/CD44/ASNS/PHLDA1/STC1/FHL1/PLAU/LTB/AKAP12/HMGA1","adh"
"666","BENPORATH_ES_2","BENPORATH_ES_2",27,-0.643626495111082,-2.02425605771064,0.000218596540847247,0.00161321621360994,0.00111284883525997,1700,"tags=59%, list=13%, signal=52%","GJC1/SLC5A6/RRP9/CHEK2/AEN/DTYMK/GPR19/DSCC1/CDC25A/ETV4/MYBL2/ORC1/MCM10/HELLS/ERCC6L/NCAPH","adh"
"667","PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_DN","PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_DN",120,-0.40186665267708,-1.69129542246021,0.000219306336802459,0.00161602795409908,0.0011147884649897,1876,"tags=34%, list=14%, signal=30%","FAM111A/SH3BP5/SMARCE1/RASSF3/RNF2/LSP1/SNN/CNN3/CYFIP2/SLC25A37/TNFAIP8/HNRNPDL/CORO1A/SMS/SPAST/PHC2/RBM38/NUCKS1/TMSB10/CPM/SMIM4/BAG2/NAP1L1/ANP32E/FUS/DNAJC9/BACH2/RFX7/E2F2/ETS1/ARHGDIB/LIMD2/SH3KBP1/COTL1/DEK/KLF2/EZH2/CD22/SYNCRIP/SUSD3/GMFG","adh"
"668","BOSCO_TH1_CYTOTOXIC_MODULE","BOSCO_TH1_CYTOTOXIC_MODULE",51,-0.539150643748292,-1.91762191518507,0.000222717615992962,0.00163870820749313,0.00113043403894316,1749,"tags=45%, list=13%, signal=39%","APOL3/ARNT2/CXCL11/HERC6/CDK6/SMOX/KNL1/BCL2/GBP6/CDC7/RRM2/DNA2/GAS6/TYMS/MKI67/USP18/ADAM19/CMPK2/F2R/IDO1/ISG15/MYBL1/STAT4","adh"
"669","REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS","REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS",16,-0.749585740731849,-2.02961783585355,0.000227680733448547,0.00167272168146429,0.00115389763580799,1831,"tags=62%, list=14%, signal=54%","CDKN1C/CCND1/CDK6/TFDP1/E2F2/CDK4/E2F1/CCNE1/CCNE2/CDK2","adh"
"670","WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME","WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME",33,-0.614058705039877,-2.00323084879447,0.000228269564101693,0.00167386487696197,0.00115468624911806,690,"tags=36%, list=5%, signal=35%","SMC3/SMC1A/RAD21/SGO2/SGO1/ESCO2/PLK1/AURKB/CDCA5/ESPL1/CDK1/PTTG1","adh"
"671","RODRIGUES_NTN1_AND_DCC_TARGETS","RODRIGUES_NTN1_AND_DCC_TARGETS",31,0.645729963072762,1.9485536894998,0.000228517463365509,0.00167386487696197,0.00115468624911806,1166,"tags=39%, list=9%, signal=35%","CDH17/MT1F/NFKBIZ/PDE4C/MAML3/CAMK2D/ELF3/MT1X/KIF13B/RAB26/PPARA/MT1E","sph"
"672","ONDER_CDH1_TARGETS_3_DN","ONDER_CDH1_TARGETS_3_DN",44,-0.557032360143069,-1.91984272221054,0.000229545368695734,0.00167889209395764,0.00115815418635489,1697,"tags=43%, list=13%, signal=38%","IL1R2/GPRC5A/KRT8/SCEL/CYB5R2/SOX9/TGFA/DUSP6/FST/ANO1/KLK10/CRCT1/IVL/EDN1/ST6GALNAC5/HBEGF/SERPINB2/IL1B/ARL4C","adh"
"673","REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1","REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1",44,-0.556881113428628,-1.91932144207539,0.000232396827516897,0.00169722200185074,0.00117079875096883,2423,"tags=41%, list=18%, signal=34%","UBA52/CDK7/MNAT1/CDKN1C/RPS27A/CCND1/CDK6/TFDP1/E2F2/CDK4/E2F1/CCNE1/RBL1/SKP2/CCNE2/CUL1/CKS1B/CDK2","adh"
"674","ANDERSEN_LIVER_CANCER_KRT19_DN","ANDERSEN_LIVER_CANCER_KRT19_DN",47,0.572134039498559,1.87116502324028,0.000233300378755767,0.00170129282134213,0.00117360693420635,1916,"tags=36%, list=14%, signal=31%","ALDH1A1/CIDEB/ANG/GPT/SELENBP1/GPX2/RETSAT/AKR7A3/ETFDH/CPQ/ABCC6/DECR2/SLC25A25/ALAD/SLC41A2/EPHX1/TMEM140","sph"
"675","BIOCARTA_ATRBRCA_PATHWAY","BIOCARTA_ATRBRCA_PATHWAY",20,-0.70234324322905,-2.03027181890095,0.000252265880656588,0.00183686933841056,0.0012671320102844,2341,"tags=55%, list=18%, signal=45%","FANCA/FANCC/CHEK2/NBN/TP53/RAD51/BRCA1/CHEK1/BRCA2/FANCD2/FANCG","adh"
"676","ZHOU_INFLAMMATORY_RESPONSE_LPS_UP","ZHOU_INFLAMMATORY_RESPONSE_LPS_UP",219,-0.342542970969626,-1.54781145458794,0.000253323334619867,0.00184184051724356,0.00127056129058018,1271,"tags=21%, list=10%, signal=19%","IRF7/RAB3B/RDX/HELZ2/SDC4/NKX3-1/BCL2L1/MX2/ZNF876P/PLAUR/DDX58/CD44/G0S2/FZD4/PTPN1/IFI44/MAPK11/ZC3HAV1/EREG/LAMA3/SLC26A9/KLK10/BRCA2/ESCO2/IFIH1/OAS3/NFKB2/USP18/EDN1/ICAM1/IER3/OAS2/OASL/ABL2/ISG15/SERPINB2/IFIT1/FSCN1/HERC5/IFIT3/IL1B/IL23A/FOSL1/NIPAL4/SERPINE1/UPK2","adh"
"677","REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE","REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE",19,-0.693291599655165,-1.98399352029362,0.000257233660727245,0.00186750877765791,0.00128826808863011,2160,"tags=58%, list=16%, signal=49%","POLD2/RPA1/RPA2/BLM/LIG1/RPA3/ACD/PCNA/FEN1/DNA2/POLD1","adh"
"678","PRAMOONJAGO_SOX4_TARGETS_DN","PRAMOONJAGO_SOX4_TARGETS_DN",43,-0.552450952670222,-1.90097080246304,0.000258302323121631,0.00187250135419294,0.00129171212975434,2081,"tags=40%, list=16%, signal=33%","METRN/PARP1/LSM2/MRPS12/PTBP1/TMEM97/ACOT7/LY6E/SKP2/POLD1/KIF20A/CDKN3/GCSH/DLGAP5/BIRC5/CCNB1/UBE2S","adh"
"679","REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS","REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS",38,-0.580392663993331,-1.94874074808589,0.000263477697574659,0.00190720601410817,0.00131565252908763,4145,"tags=74%, list=31%, signal=51%","PIAS4/RAE1/SUMO1/NUP214/NUP50/NUP98/NUP133/NUP88/NUP35/NUP62/NUP153/NUP43/NUP85/NUP58/NUP188/NUP160/UBE2I/MDM2/AAAS/PML/NUP93/NUP205/NUP155/NUP107/SEH1L/NUP37/NDC1/NUP210","adh"
"680","JAEGER_METASTASIS_UP","JAEGER_METASTASIS_UP",30,-0.612746734824419,-1.96462631095482,0.00026561316033121,0.00191983629857044,0.00132436530871026,2374,"tags=63%, list=18%, signal=52%","MET/SCHIP1/SMC4/SLC16A3/FN1/HLTF/CKS2/PAPSS2/MME/GINS4/RRM2/NCAPG/CENPF/TACC3/AURKA/STC1/KIF2C/DTL/CDC6","adh"
"681","WP_SMALL_CELL_LUNG_CANCER","WP_SMALL_CELL_LUNG_CANCER",80,-0.461207375542947,-1.7848900317582,0.000266318634225214,0.00192210879180165,0.0013259329482022,2226,"tags=32%, list=17%, signal=27%","DDB2/ITGA6/FN1/CDKN1C/GADD45A/CCND1/CKS2/CDK6/LAMB1/LAMC1/BCL2L1/E2F2/TP53/BCL2/CDK4/E2F1/PIK3R2/GADD45B/CCNE1/CCNE2/LAMA3/LAMC2/CKS1B/CDK2/LAMA2/MYC","adh"
"682","SUNG_METASTASIS_STROMA_DN","SUNG_METASTASIS_STROMA_DN",48,-0.54624341288731,-1.91342355219847,0.000267820791164215,0.00193011611227583,0.00133145665741617,1229,"tags=46%, list=9%, signal=42%","NOP56/NCAPG2/NOLC1/E2F1/PKMYT1/POLE2/LYAR/BYSL/DTYMK/GMNN/PCNA/MCM3/MCM5/ZNF367/CENPU/DEK/MCM6/LTBP2/CDC45/HELLS/CDCA5/SERPINE1","adh"
"683","DER_IFN_ALPHA_RESPONSE_UP","DER_IFN_ALPHA_RESPONSE_UP",70,-0.483499802956114,-1.83678944283989,0.000275732474206038,0.0019842241738253,0.00136878215214248,1080,"tags=23%, list=8%, signal=21%","MX2/ADAR/IFI44/IFI6/STAT1/SP110/FAS/PMAIP1/IFITM1/TEAD4/OAS2/MX1/OASL/ISG15/IFIT1/IFIT3","adh"
"684","REACTOME_RHOB_GTPASE_CYCLE","REACTOME_RHOB_GTPASE_CYCLE",62,-0.495409792600826,-1.81847850916348,0.000276323038502762,0.00198556686292555,0.00136970838260602,1249,"tags=24%, list=9%, signal=22%","VANGL1/NET1/IQGAP3/PIK3R2/ECT2/RACGAP1/PKN3/RHOB/DEPDC1B/TFRC/CIT/DLC1/ANLN/DIAPH3/CAV1","adh"
"685","VILLANUEVA_LIVER_CANCER_KRT19_DN","VILLANUEVA_LIVER_CANCER_KRT19_DN",42,0.605901912775171,1.94428970855841,0.00028322339536302,0.00203217954483101,0.00140186332149718,494,"tags=21%, list=4%, signal=21%","METTL7A/HNF4A/NR1I2/CDHR5/SLC1A1/RETSAT/METTL7B/IGFBP2/LRP1","sph"
"686","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS",46,-0.53546275449354,-1.85354502373616,0.000286662852465075,0.0020538599414954,0.00141681916186897,4140,"tags=67%, list=31%, signal=47%","RAE1/AGO2/NUP214/POLR2I/NUP50/NUP98/NUP133/NUP88/POLR2G/NUP35/NUP62/NUP153/NUP43/NUP85/NUP58/POLR2F/NUP188/POLR2E/POLR2L/NUP160/AAAS/NUP93/NUP205/NUP155/NUP107/SEH1L/POLR2D/RAN/NUP37/NDC1/NUP210","adh"
"687","AMIT_EGF_RESPONSE_480_HELA","AMIT_EGF_RESPONSE_480_HELA",148,-0.376773262224336,-1.621127247907,0.000297754839333292,0.00213022567004823,0.00146949871675865,3018,"tags=41%, list=23%, signal=32%","TBC1D2/DHPS/CAMSAP1/EGFR/HPCAL1/ITGA2/MAP2K3/AGRN/ITPR3/XAB2/B4GALT1/PMEPA1/ARHGDIA/SLC25A37/SORBS3/ACTN1/DUSP7/GABPB1/ITGA6/SLC35F6/PPDPF/MT2A/SLC19A1/RRP12/PHC2/PNO1/BCAR3/NCLN/GPRC5A/CCND1/SNRPF/DUSP4/IGFBP4/TUBB4B/NET1/EHD1/RANGAP1/RRP1/ERCC1/BCL2L1/TM4SF1/PLAUR/CHST11/ITGA5/PDLIM7/CD44/HOMER3/LY6E/PPIF/DPAGT1/FST/TNFRSF12A/PVR/TGM2/NFKB2/STC1/PLAU/HBEGF/TNS4/HMGA1/SERPINE1","adh"
"688","CADWELL_ATG16L1_TARGETS_UP","CADWELL_ATG16L1_TARGETS_UP",53,0.553466564605238,1.85804405219061,0.000300984655341173,0.00215020287936318,0.00148327964328935,968,"tags=36%, list=7%, signal=33%","CFI/CIDEC/ALPI/FAM3B/CCDC80/PDZK1/RBP4/DGAT2/CYP2E1/UPK1B/BST1/TF/KCTD14/LHFPL2/CA3/GGT1/CCDC74B/CD163/TRIM15","sph"
